filing_date,accession_number,company_name,share_class,cusip,value_thousands,shares,source_file
2007-09-30,0000914121-07-002366,IMPERIAL OIL LTD                                COM,NEW,453038408,3646,73500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,IMS HEALTH INC,COM,449934108,3294,107500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,INTEGRYS ENERGY GROUP INC,COM,45822P105,2894,56500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,INTEL CORP,COM,458140100,7693,297500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,INTERPUBLIC GROUP OF COS INC,COM,460690100,3296,317543,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,INTUIT INC,COM,461202103,5890,194400,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,IRON MOUNTAIN INC,COM,462846106,1314,43100,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,ISTAR FINANCIAL INC,COM,45031U101,9721,286000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,JABIL CIRCUIT INC,COM,466313103,2046,89600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,JACK IN THE BOX INC,COM,466367109,8345,128700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,JACOBS ENGINEERING GROUP INC,COM,469814107,5933,78500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,JANUS CAPITAL GROUP INC,COM,47102X105,3145,111215,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,JOHNSON & JOHNSON,COM,478160104,27305,415600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,JOHNSON CONTROLS INC,COM,478366107,2008,17000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,KEYCORP,COM,493267108,2554,79000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,KIMBERLY-CLARK CORP,COM,494368103,6949,98900,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,KINDER MORGAN MANAGEMENT LLC,SHS,49455U100,317,6774,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,KING PHARMACEUTICALS INC,COM,495582108,7845,669400,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,LAM RESEARCH CORP,COM,512807108,5012,94100,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,LEGG MASON INC,COM,524901105,11683,138600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,LIBERTY PROPERTY TRUST                          SH BEN,INT,531172104,3152,78400,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,LINCARE HOLDINGS INC,COM,532791100,9451,257859,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,LINCOLN NATIONAL CORP,COM,534187109,7039,106700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,LINEAR TECHNOLOGY CORP,COM,535678106,9125,260780,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,LOCKHEED MARTIN CORP,COM,539830109,2951,27200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,LOEWS CORP,COM,540424108,8940,184900,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,LOEWS CORP - CAROLINA GROUP                     CAROLNA GP,STK,540424207,609,7400,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,LOWE'S COS INC,COM,548661107,10513,375200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MACK-CALI REALTY CORP,COM,554489104,370,9000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MAGNA INTERNATIONAL INC-CL A                    CL,A,559222401,11215,116447,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MANPOWER INC,COM,56418H100,2227,34600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MARATHON OIL CORP,COM,565849106,5456,95688,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MARSHALL & ILSLEY CORP,COM,571834100,1694,38700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MASCO CORP,COM,574599106,18161,783800,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MASSEY ENERGY CO,COM,576206106,951,43600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MBIA INC,COM,55262C100,9084,148800,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MCAFEE INC,COM,579064106,1968,56440,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MCKESSON CORP,COM,58155Q103,3092,52600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MDU RESOURCES GROUP INC,COM,552690109,7056,253437,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MEDTRONIC INC,COM,585055106,14086,249700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MERRILL LYNCH & CO INC,COM,590188108,11027,154700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,METLIFE INC,COM,59156R108,6694,96000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MGI PHARMA INC,COM,552880106,5825,209684,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MGIC INVESTMENT CORP,COM,552848103,1554,48100,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MILLIPORE CORP,COM,601073109,2426,32000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MOHAWK INDUSTRIES INC,COM,608190104,8088,99483,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MOLSON COORS BREWING CO                         CL,B,60871R209,7565,75900,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MOODY'S CORP,COM,615369105,4929,97800,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MORGAN STANLEY                                  COM,NEW,617446448,4542,72100,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MPS GROUP INC,COM,553409103,878,78700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,MURPHY OIL CORP,COM,626717102,6038,86400,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,NATIONAL INSTRUMENTS CORP,COM,636518102,3169,92315,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,NATIONAL OILWELL VARCO INC,COM,637071101,318,2200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,NATIONAL SEMICONDUCTOR CORP,COM,637640103,7048,259900,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,NATIONWIDE HEALTH PPTYS INC,COM,638620104,8864,294200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,NICOR INC,COM,654086107,8549,199273,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,NISOURCE INC,COM,65473P105,5181,270700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,NOBLE CORP,SHS,G65422100,6686,136300,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,NORTHROP GRUMMAN CORP,COM,666807102,328,4200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,NOVA CHEMICALS CORP,COM,66977W109,5529,143424,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,NSTAR,COM,67019E107,9096,261300,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,OCCIDENTAL PETROLEUM CORP,COM,674599105,6812,106300,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,OFFICE DEPOT INC,COM,676220106,866,42000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,OGE ENERGY CORP,COM,670837103,8308,251000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,ONEOK INC,COM,682680103,7884,166325,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,ORACLE CORP,COM,68389X105,17785,821500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,OSHKOSH TRUCK CORP,COM,688239201,1382,22300,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,OSI PHARMACEUTICALS INC,COM,671040103,6127,180254,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,OWENS-ILLINOIS INC                              COM,NEW,690768403,2352,56754,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PACKAGING CORP OF AMERICA,COM,695156109,9210,316827,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PALL CORP,COM,696429307,3073,79000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PAN AMERICAN SILVER CORP,COM,697900108,834,28856,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PATTERSON COS INC,COM,703395103,4519,117052,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PENSKE AUTO GROUP INC,COM,70959W103,8203,405301,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PEPCO HOLDINGS INC,COM,713291102,4203,155200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PEPSI BOTTLING GROUP INC,COM,713409100,6479,174300,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PEPSIAMERICAS INC,COM,71343P200,4259,131300,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PEPSICO INC,COM,713448108,16022,218700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PETRO-CANADA,COM,71644E102,1298,22600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PFIZER INC,COM,717081103,29565,1210200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PHILADELPHIA CONS HLDG CO,COM,717528103,8268,200011,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PHOENIX COMPANIES INC,COM,71902E109,5843,414072,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PITNEY BOWES INC,COM,724479100,2898,63800,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PNM RESOURCES INC,COM,69349H107,2032,87300,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,POLYCOM INC,COM,73172K104,4647,173000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,POPULAR INC,COM,733174106,7688,626026,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PPG INDUSTRIES INC,COM,693506107,8303,109903,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PRIDE INTERNATIONAL INC,COM,74153Q102,2745,75100,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PROGRESS ENERGY INC,COM,743263105,2769,59100,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PROLOGIS                                        SH BEN,INT,743410102,5952,89700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PROTECTIVE LIFE CORP,COM,743674103,624,14700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PRUDENTIAL FINANCIAL INC,COM,744320102,1591,16300,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,PUGET ENERGY INC,COM,745310102,874,35700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,QUEBECOR WORLD INC                              COM NON-VTG,COM,748203106,358,36900,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,RADIOSHACK CORP,COM,750438103,7369,356700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,RAYMOND JAMES FINANCIAL INC,COM,754730109,7068,215150,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,REALTY INCOME CORP,COM,756109104,6623,236956,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,RED HAT INC,COM,756577102,3827,192600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,REGENCY CENTERS CORP,COM,758849103,338,4400,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,REGIONS FINANCIAL CORP,COM,7591EP100,5225,177239,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,RELIANT ENERGY INC,COM,75952B105,2981,116446,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,REPUBLIC SERVICES INC,COM,760759100,7659,234150,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,ROSS STORES INC,COM,778296103,5220,203573,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,RPM INTERNATIONAL INC,COM,749685103,1221,51000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,RR DONNELLEY & SONS CO,COM,257867101,7780,212800,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,RUBY TUESDAY INC,COM,781182100,3058,166722,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,RYDER SYSTEM INC,COM,783549108,6787,138500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SAFEWAY INC                                     COM,NEW,786514208,5672,171300,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SANDISK CORP,COM,80004C101,248,4500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SARA LEE CORP,COM,803111103,3764,225500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SCANA CORP,COM,80589M102,1848,47700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SCHERING-PLOUGH CORP,COM,806605101,4877,154200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SCHLUMBERGER LTD,COM,806857108,1113,10600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SEALED AIR CORP,COM,81211K100,7152,279800,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SEMPRA ENERGY,COM,816851109,6806,117100,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SILICON LABORATORIES INC,COM,826919102,5762,137977,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SIMON PROPERTY GROUP INC,COM,828806109,1300,13000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SMITHFIELD FOODS INC,COM,832248108,3799,120600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SMURFIT-STONE CONTAINER CORP,COM,832727101,1969,168600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SNAP-ON INC,COM,833034101,921,18600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SONIC CORP,COM,835451105,3708,158462,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SONOCO PRODUCTS CO,COM,835495102,9775,323900,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SPX CORP,COM,784635104,7266,78500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,ST JUDE MEDICAL INC,COM,790849103,4557,103400,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,STEEL DYNAMICS INC,COM,858119100,5052,108186,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,STERIS CORP,COM,859152100,5810,212600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,STRYKER CORP,COM,863667101,1465,21300,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SUN LIFE FINANCIAL INC,COM,866796105,5542,105500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SUNCOR ENERGY INC,COM,867229106,2272,23900,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SUNOCO INC,COM,86764P109,3511,49600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SUNTRUST BANKS INC,COM,867914103,4972,65700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SYMANTEC CORP,COM,871503108,7225,372800,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SYNOPSYS INC,COM,871607107,2571,94937,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,SYSCO CORP,COM,871829107,2392,67200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TALISMAN ENERGY INC,COM,87425E103,1529,77800,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TD AMERITRADE HOLDING CORP,COM,87236Y108,4570,250800,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TECH DATA CORP,COM,878237106,4463,111253,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TEKTRONIX INC,COM,879131100,3759,135500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TELEFLEX INC,COM,879369106,5851,75085,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TEREX CORP,COM,880779103,6507,73100,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TEXAS INSTRUMENTS INC,COM,882508104,12920,353100,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TIDEWATER INC,COM,886423102,8013,127510,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TIMKEN CO,COM,887389104,2623,70600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TORCHMARK CORP,COM,891027104,4587,73600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TRANSOCEAN INC,ORD,G90078109,1888,16700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TRUSTMARK CORP,COM,898402102,5775,205946,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,TYCO INTERNATIONAL LTD,SHS,G9143X208,3180,71725,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,UCBH HOLDINGS INC,COM,90262T308,3356,192000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,UGI CORP,COM,902681105,5871,226000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,URBAN OUTFITTERS INC,COM,917047102,3841,176200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,UST INC,COM,902911106,5005,100900,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,VALSPAR CORP,COM,920355104,5958,218969,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,VERISIGN INC,COM,92343E102,371,11000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,VISHAY INTERTECHNOLOGY INC,COM,928298108,830,63700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,VORNADO REALTY TRUST                            SH BEN,INT,929042109,7316,66900,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,VULCAN MATERIALS CO,COM,929160109,10448,117200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WACHOVIA CORP,COM,929903102,9258,184600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WAL-MART STORES INC,COM,931142103,27709,634800,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WASHINGTON FEDERAL INC,COM,938824109,840,32000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WASHINGTON MUTUAL INC,COM,939322103,6557,185700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WASTE MANAGEMENT INC,COM,94106L109,4865,128900,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WATERS CORP,COM,941848103,3473,51900,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WEINGARTEN REALTY INVESTORS                     SH BEN,INT,948741103,4333,104500,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WESTERN DIGITAL CORP,COM,958102105,1722,68000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WHIRLPOOL CORP,COM,963320106,9480,106400,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WILLIAMS COS INC,COM,969457100,238,7000,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WISCONSIN ENERGY CORP,COM,976657106,5818,129200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WR BERKLEY CORP,COM,084423102,3540,119475,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,WYETH,COM,983024100,4749,106600,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,XCEL ENERGY INC,COM,98389B100,6908,320700,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,XILINX INC,COM,983919101,11486,439400,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,YAMANA GOLD INC,COM,98462Y100,733,62200,000091412107002366_0000914121-07-002366.txt
2007-09-30,0000914121-07-002366,ZIMMER HOLDINGS INC,COM,98956P102,9468,116908,000091412107002366_0000914121-07-002366.txt
2010-03-31,0001140361-10-021035,COMMUNITY HEALTH SYSTEMS INC,COM,203668108,5629,152430,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,COMPUTER SCIENCES CORP,COM,205363104,13504,247822,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,COMPUWARE CORP,COM,205638109,3151,375090,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,CONOCOPHILLIPS,COM,20825C104,4759,93000,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,CORNING INC,COM,219350105,8456,418400,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,COVENTRY HEALTH CARE INC,COM,222862104,1165,47119,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,CSX CORP,COM,126408103,1848,36300,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,CYPRESS SEMICONDUCTOR CORP,COM,232806109,135,11700,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DARDEN RESTAURANTS INC,COM,237194105,2468,55405,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DAVITA INC,COM,23918K108,2437,38433,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DEAN FOODS CO,COM,242370104,4518,287976,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DEERE & CO,COM,244199105,3914,65818,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DEL MONTE FOODS CO,COM,24522P103,7926,542868,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DELL INC,COM,24702R101,5938,395350,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DEVRY INC,COM,251893103,3193,48975,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DISH NETWORK CORP                        CL,A,25470M109,1992,95671,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DOLLAR TREE INC,COM,256746108,7229,122062,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DONALDSON CO INC,COM,257651109,3564,78990,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DR HORTON INC,COM,23331A109,10576,839345,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,DST SYSTEMS INC,COM,233326107,2624,63314,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,EATON CORP,COM,278058102,2925,38600,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,EATON VANCE CORP                         COM NON,VTG,278265103,3334,99394,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,EBAY INC,COM,278642103,3092,114650,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ELI LILLY & CO,COM,532457108,10057,277660,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ENERGEN CORP,COM,29265N108,7401,159065,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ENERGIZER HOLDINGS INC,COM,29266R108,4083,65055,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,ENTERGY CORP,COM,29364G103,3945,48493,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,EQUITY RESIDENTIAL                       SH BEN,INT,29476L107,632,16134,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,EXELON CORP,COM,30161N101,2427,55400,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,EXPRESS SCRIPTS INC,COM,302182100,3057,30045,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,EXXON MOBIL CORP,COM,30231G102,7308,109100,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FACTSET RESEARCH SYSTEMS INC,COM,303075105,1123,15300,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FASTENAL CO,COM,311900104,8372,174459,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FEDERAL REALTY INVS TRUST                SH BEN INT,NEW,313747206,3469,47645,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FEDEX CORP,COM,31428X106,13225,141600,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FIFTH THIRD BANCORP,COM,316773100,3273,241400,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FIRSTENERGY CORP,COM,337932107,3062,78322,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FISERV INC,COM,337738108,5717,112628,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FOREST LABORATORIES INC,COM,345838106,2676,85344,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FOSSIL INC,COM,349882100,2379,63032,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FPL GROUP INC,COM,302571104,3470,71800,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FREEPORT-MCMORAN COPPER,COM,35671D857,10092,120800,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FRONTIER COMMUNICATIONS CORP,COM,35906A108,5856,787066,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,FULTON FINANCIAL CORP,COM,360271100,3357,329124,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,GAMMON GOLD INC,COM,36467T106,373,52100,000114036110021035_0001140361-10-021035.txt
2010-03-31,0001140361-10-021035,GENERAL DYNAMICS CORP,COM,369550108,7079,91700,000114036110021035_0001140361-10-021035.txt
