filing_date,accession_number,company_name,share_class,cusip,value_thousands,shares,source_file
2010-06-30,0001140361-10-032830,OMNICARE INC,COM,681904108,6098,257282,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,ONEOK INC,COM,682680103,3804,87949,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,ORACLE CORP,COM,68389X105,17146,798998,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,OSHKOSH CORP,COM,688239201,8606,276199,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,OWENS-ILLINOIS INC                       COM,NEW,690768403,557,21054,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PACKAGING CORP OF AMERICA,COM,695156109,3986,181024,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PARKER HANNIFIN CORP,COM,701094104,28930,521644,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PATTERSON COS INC,COM,703395103,1753,61454,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PEABODY ENERGY CORP,COM,704549104,5400,137991,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PENSKE AUTO GROUP INC,COM,70959W103,5710,502629,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PERKINELMER INC,COM,714046109,510,24695,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PFIZER INC,COM,717081103,6334,444200,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PITNEY BOWES INC,COM,724479100,5471,249132,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PMC - SIERRA INC,COM,69344F106,3276,435636,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,POLO RALPH LAUREN CORP                   CL,A,731572103,10378,142243,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,POTLATCH CORP,COM,737630103,9704,271585,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PPG INDUSTRIES INC,COM,693506107,320,5303,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PROGRESS ENERGY INC,COM,743263105,1844,47014,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,PRUDENTIAL FINANCIAL INC,COM,744320102,1312,24447,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,QLOGIC CORP,COM,747277101,6745,405856,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,RAYMOND JAMES FINANCIAL INC,COM,754730109,2532,102544,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,REGIONS FINANCIAL CORP,COM,7591EP100,144,21824,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,RELIANCE STEEL & ALUMINUM,COM,759509102,1317,36420,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,RESEARCH IN MOTION,COM,760975102,9496,192767,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,REYNOLDS AMERICAN INC,COM,761713106,3974,76239,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,RPM INTERNATIONAL INC,COM,749685103,5098,285750,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,RR DONNELLEY & SONS CO,COM,257867101,5245,320417,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,RYDER SYSTEM INC,COM,783549108,4670,116078,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SAFEWAY INC                              COM,NEW,786514208,687,34959,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SAKS INCORPORATED,COM,79377W108,158,20800,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SCANA CORP,COM,80589M102,1852,51800,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SERVICE CORP INTERNATIONAL,COM,817565104,5238,707897,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SIMON PROPERTY GROUP INC,COM,828806109,486,6017,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SL GREEN REALTY CORP,COM,78440X101,1851,33638,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SNAP-ON INC,COM,833034101,517,12648,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SPX CORP,COM,784635104,4623,87535,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,ST JUDE MEDICAL INC,COM,790849103,7129,197536,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,STANTEC INC,COM,85472N109,1411,63600,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,STARBUCKS CORP,COM,855244109,2894,119101,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,STATE STREET CORP,COM,857477103,362,10700,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,STEEL DYNAMICS INC,COM,858119100,1532,116135,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SUN LIFE FINANCIAL INC,COM,866796105,545,20700,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SUNCOR ENERGY INC,COM,867224107,1226,41600,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SUPERVALU INC,COM,868536103,1942,179109,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SYMANTEC CORP,COM,871503108,9004,648700,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,SYNOPSYS INC,COM,871607107,1288,61695,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,T ROWE PRICE GROUP INC,COM,74144T108,1572,35410,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,TALISMAN ENERGY INC,COM,87425E103,162,10700,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,TARGET CORP,COM,87612E106,9106,185190,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,TCF FINANCIAL CORP,COM,872275102,2967,178657,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,TECH DATA CORP,COM,878237106,6982,196000,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,TECO ENERGY INC,COM,872375100,2157,143152,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,TELLABS INC,COM,879664100,20045,3136993,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,TEMPLE-INLAND INC,COM,879868107,11638,563036,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,TERADYNE INC,COM,880770102,28675,2941038,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,THOMAS & BETTS CORP,COM,884315102,3851,110967,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,TIMKEN CO,COM,887389104,3463,133240,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,TORO CO,COM,891092108,1993,40571,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,UGI CORP,COM,902681105,3233,127070,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,UNION PACIFIC CORP,COM,907818108,3321,47778,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,UNIT CORP,COM,909218109,3342,82331,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,UNITED TECHNOLOGIES CORP,COM,913017109,3181,49000,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,UNITEDHEALTH GROUP INC,COM,91324P102,6302,221887,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,UNITRIN INC,COM,913275103,3050,119138,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,UNUM GROUP,COM,91529Y106,3418,157511,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,US BANCORP                               COM,NEW,902973304,6017,269200,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,VALSPAR CORP,COM,920355104,540,17943,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,VANGUARD EMERGING MARKET ETF             EMR MKT,ETF,922042858,571414,15080159,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,VERIZON COMMUNICATIONS INC,COM,92343V104,9090,324400,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,VISHAY INTERTECHNOLOGY INC,COM,928298108,13309,1719570,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,VORNADO REALTY TRUST                     SH BEN,INT,929042109,2992,41011,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,WAL-MART STORES INC,COM,931142103,1721,35800,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,WATERS CORP,COM,941848103,3268,50505,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,WATSON PHARMACEUTICALS INC,COM,942683103,5246,129306,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,WEINGARTEN REALTY INVESTORS              SH BEN,INT,948741103,2081,109228,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,WELLPOINT INC.,COM,94973V107,4295,87779,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,WERNER ENTERPRISES INC,COM,950755108,19317,882449,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,WESTERN DIGITAL CORP,COM,958102105,19040,631300,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,WHIRLPOOL CORP,COM,963320106,7726,87978,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,WILLIAMS-SONOMA INC,COM,969904101,6478,260989,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,XEROX CORP,COM,984121103,273,33978,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,ZIMMER HOLDINGS INC,COM,98956P102,7319,135408,000114036110032830_0001140361-10-032830.txt
2010-06-30,0001140361-10-032830,ZIONS BANCORPORATION,COM,989701107,8729,404700,000114036110032830_0001140361-10-032830.txt
2011-06-30,0001140361-11-041045,IDEXX LABORATORIES INC,COM,45168D104,3585,46228,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,IMPERIAL OIL LTD                          COM,NEW,453038408,3382,75300,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,INTEGRYS ENERGY GROUP INC,COM,45822P105,4181,80653,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,INTEL CORP,COM,458140100,14263,643659,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,INTERPUBLIC GROUP OF COS INC,COM,460690100,5943,475420,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,INTUIT INC,COM,461202103,11729,226167,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,ISHARES IBOXX INV GR CORP BD              IBOXX INV,CPBD,464287242,33933,308119,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,ISHARES MSCI EMERGING MKT                 MSCI EMERG,MKT,464287234,639639,13437800,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,ITT EDUCATIONAL SERVICES INC,COM,45068B109,10482,133968,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,JABIL CIRCUIT INC,COM,466313103,29676,1469124,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,JANUS CAPITAL GROUP INC,COM,47102X105,8443,894434,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,JOHNSON & JOHNSON,COM,478160104,19956,300000,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,JOY GLOBAL INC,COM,481165108,13856,145486,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,JUNIPER NETWORKS INC,COM,48203R104,291,9243,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,KENNAMETAL INC,COM,489170100,30639,725862,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,KEYCORP,COM,493267108,959,115142,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,KNIGHT TRANSPORTATION INC,COM,499064103,13923,819501,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,LAM RESEARCH CORP,COM,512807108,15694,354425,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,LANDSTAR SYSTEM INC,COM,515098101,8744,188124,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,LEGGETT & PLATT INC,COM,524660107,28279,1159916,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,LIFEPOINT HOSPITALS INC,COM,53219L109,3820,97750,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,LINCOLN NATIONAL CORP,COM,534187109,3064,107532,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,LINEAR TECHNOLOGY CORP,COM,535678106,293,8866,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,LOCKHEED MARTIN CORP,COM,539830109,10264,126763,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,LOWE'S COS INC,COM,548661107,788,33814,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,MANULIFE FINANCIAL CORP,COM,56501R106,3444,201616,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,MCKESSON CORP,COM,58155Q103,3123,37330,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,MEDTRONIC INC,COM,585055106,2185,56700,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,MERCURY GENERAL CORP,COM,589400100,263,6659,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,MEREDITH CORP,COM,589433101,10610,340826,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,METLIFE INC,COM,59156R108,15811,360407,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,MICROCHIP TECHNOLOGY INC,COM,595017104,32020,844640,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,MOLEX INC,COM,608554101,20117,780647,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,MONSTER WORLDWIDE INC,COM,611742107,2448,167005,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,MOODY'S CORP,COM,615369105,4996,130270,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,MORNINGSTAR INC,COM,617700109,1588,26119,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,MURPHY OIL CORP,COM,626717102,4940,75230,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,NATIONAL INSTRUMENTS CORP,COM,636518102,9880,332658,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,NEWMONT MINING CORP,COM,651639106,6175,114415,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,NEXEN INC,COM,65334H102,417,19200,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,NOBLE ENERGY INC,COM,655044105,2007,22388,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,NORDSTROM INC,COM,655664100,30085,640930,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,NORFOLK SOUTHERN CORP,COM,655844108,26714,356520,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,NORTHROP GRUMMAN CORP,COM,666807102,7053,101700,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,NOVELLUS SYSTEMS INC,COM,670008101,49723,1375851,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,NVIDIA CORP,COM,67066G104,1094,68638,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,OCCIDENTAL PETROLEUM CORP,COM,674599105,3804,36560,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,OFFICE DEPOT INC,COM,676220106,7604,1801815,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,ORACLE CORP,COM,68389X105,17455,530398,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PAN AMERICAN SILVER CORP,COM,697900108,4888,158237,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PARKER HANNIFIN CORP,COM,701094104,34551,385008,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PATTERSON-UTI ENERGY INC,COM,703481101,1867,59059,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PAYCHEX INC,COM,704326107,1881,61240,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PENTAIR INC,COM,709631105,2548,63133,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PEPSICO INC,COM,713448108,5205,73900,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PETSMART INC,COM,716768106,855,18835,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PFIZER INC,COM,717081103,14270,692700,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PITNEY BOWES INC,COM,724479100,9083,395100,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PMC - SIERRA INC,COM,69344F106,4088,540069,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,POLO RALPH LAUREN CORP                    CL,A,731572103,14859,112051,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,POTLATCH CORP,COM,737630103,7771,220320,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PPG INDUSTRIES INC,COM,693506107,2224,24500,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PRECISION CASTPARTS CORP,COM,740189105,1209,7342,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PROTECTIVE LIFE CORP,COM,743674103,3491,150951,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,PRUDENTIAL FINANCIAL INC,COM,744320102,7252,114047,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,QEP RESOURCES INC,COM,74733V100,222,5306,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,QLOGIC CORP,COM,747277101,10844,681168,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,QUALCOMM INC,COM,747525103,1726,30400,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,RADIOSHACK CORP,COM,750438103,15311,1150361,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,RAYMOND JAMES FINANCIAL INC,COM,754730109,547,17007,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,REGIONS FINANCIAL CORP,COM,7591EP100,5668,914124,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,RESEARCH IN MOTION,COM,760975102,10027,347567,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,ROSS STORES INC,COM,778296103,1557,19437,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,RR DONNELLEY & SONS CO,COM,257867101,2448,124817,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,RYDER SYSTEM INC,COM,783549108,28588,502873,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,SAFEWAY INC                               COM,NEW,786514208,6512,278643,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,SAKS INCORPORATED,COM,79377W108,309,27700,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,SCHLUMBERGER LTD,COM,806857108,483,5590,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,SEALED AIR CORP,COM,81211K100,3191,134152,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,SERVICE CORP INTERNATIONAL,COM,817565104,6168,528056,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,STANTEC INC,COM,85472N109,1117,39900,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,STAPLES INC,COM,855030102,7250,458831,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,STRYKER CORP,COM,863667101,2400,40900,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,SUNCOR ENERGY INC,COM,867224107,7409,196000,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,SUNTRUST BANKS INC,COM,867914103,1492,57825,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,SYMANTEC CORP,COM,871503108,5327,270141,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,SYNOPSYS INC,COM,871607107,897,34893,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,TALISMAN ENERGY INC,COM,87425E103,1490,75200,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,TARGET CORP,COM,87612E106,7380,157316,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,TECH DATA CORP,COM,878237106,9198,188134,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,TECO ENERGY INC,COM,872375100,3124,165400,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,TERADYNE INC,COM,880770102,21790,1472295,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,THOMAS & BETTS CORP,COM,884315102,1547,28728,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,TIFFANY & CO,COM,886547108,8276,105400,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,TORCHMARK CORP,COM,891027104,1394,21731,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,TORO CO,COM,891092108,2477,40939,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,TRANSALTA CORP,COM,89346D107,270,13100,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,TYCO INTERNATIONAL LTD,SHS,H89128104,2798,56600,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,UNITED TECHNOLOGIES CORP,COM,913017109,4603,52000,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,UNITEDHEALTH GROUP INC,COM,91324P102,9175,177887,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,UNUM GROUP,COM,91529Y106,1965,77111,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,VALERO ENERGY CORP,COM,91913Y100,18851,737237,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,VARIAN MEDICAL SYSTEMS INC,COM,92220P105,312,4459,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,VERIZON COMMUNICATIONS INC,COM,92343V104,9754,262000,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,VISHAY INTERTECHNOLOGY INC,COM,928298108,22102,1469574,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,VULCAN MATERIALS CO,COM,929160109,5012,130077,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,WAL-MART STORES INC,COM,931142103,4496,84600,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,WASTE MANAGEMENT INC,COM,94106L109,702,18834,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,WATSON PHARMACEUTICALS INC,COM,942683103,8037,116934,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,WERNER ENTERPRISES INC,COM,950755108,15047,600660,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,WHIRLPOOL CORP,COM,963320106,321,3945,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,WILLIAMS-SONOMA INC,COM,969904101,8093,221775,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,XEROX CORP,COM,984121103,8971,861778,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,YAMANA GOLD INC,COM,98462Y100,4747,408200,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,ZIMMER HOLDINGS INC,COM,98956P102,4962,78508,000114036111041045_0001140361-11-041045.txt
2011-06-30,0001140361-11-041045,ZIONS BANCORPORATION,COM,989701107,2002,83400,000114036111041045_0001140361-11-041045.txt
2011-09-30,0001140361-11-053066,IDEX CORP,COM,45167R104,872,27977,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,INTEGRYS ENERGY GROUP INC,COM,45822P105,2220,45653,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,INTERNATIONAL PAPER CO,COM,460146103,3259,140184,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,INTERPUBLIC GROUP OF COS INC,COM,460690100,12942,1797516,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,INTUIT INC,COM,461202103,3722,78467,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,ISHARES IBOXX INV GR CORP BD             IBOXX INV,CPBD,464287242,34606,308131,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,ISHARES MSCI EMERGING MKT                MSCI EMERG,MKT,464287234,694049,19776300,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,ITT EDUCATIONAL SERVICES INC,COM,45068B109,18183,315779,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,JABIL CIRCUIT INC,COM,466313103,13224,743324,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,JANUS CAPITAL GROUP INC,COM,47102X105,5938,989706,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,JOHNSON & JOHNSON,COM,478160104,18375,288500,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,JOY GLOBAL INC,COM,481165108,8851,141886,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,JUNIPER NETWORKS INC,COM,48203R104,3271,189527,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,KENNAMETAL INC,COM,489170100,20480,625520,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,KEYCORP,COM,493267108,1080,182142,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,KINROSS GOLD CORP                        COM NO,PAR,496902404,623,40000,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,KNIGHT TRANSPORTATION INC,COM,499064103,10706,804326,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,LAM RESEARCH CORP,COM,512807108,4331,114025,000114036111053066_0001140361-11-053066.txt
2011-09-30,0001140361-11-053066,LANDSTAR SYSTEM INC,COM,515098101,11370,287422,000114036111053066_0001140361-11-053066.txt
